# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL06G002553	GWHHCNU00000006.1	30991648	30993559	-	1912	0
GUL06G002554	GWHHCNU00000006.1	31017456	31020148	+	2693	0
GUL06G002555	GWHHCNU00000006.1	31022510	31024407	+	1898	0
GUL06G002556	GWHHCNU00000006.1	31026224	31027124	+	901	0
GUL06G002557	GWHHCNU00000006.1	31043844	31046352	+	2509	33
GUL06G002558	GWHHCNU00000006.1	31111912	31114339	+	2428	0
GUL06G002559	GWHHCNU00000006.1	31114702	31116084	+	1383	334
GUL06G002560	GWHHCNU00000006.1	31117373	31118086	+	714	0
GUL06G002561	GWHHCNU00000006.1	31121639	31124123	+	2485	0
GUL06G002562	GWHHCNU00000006.1	31135742	31135957	-	216	0
GUL06G002563	GWHHCNU00000006.1	31136067	31138139	+	2073	0
GUL06G002564	GWHHCNU00000006.1	31141455	31142648	-	1194	0
GUL06G002565	GWHHCNU00000006.1	31147496	31148088	-	593	81
GUL06G002566	GWHHCNU00000006.1	31149483	31149830	-	348	0
GUL06G002567	GWHHCNU00000006.1	31158938	31159192	-	255	0
GUL06G002568	GWHHCNU00000006.1	31159224	31159541	-	318	0
GUL06G002569	GWHHCNU00000006.1	31161837	31163469	+	1633	0
GUL06G002570	GWHHCNU00000006.1	31187850	31189457	+	1608	0
GUL06G002571	GWHHCNU00000006.1	31189524	31190114	+	591	0
GUL06G002572	GWHHCNU00000006.1	31199165	31199365	+	201	0
GUL06G002573	GWHHCNU00000006.1	31200441	31202077	-	1637	0
GUL06G002574	GWHHCNU00000006.1	31206891	31208183	+	1293	2
GUL06G002575	GWHHCNU00000006.1	31225444	31227087	+	1644	0
GUL06G002576	GWHHCNU00000006.1	31263372	31265010	+	1639	0
GUL06G002577	GWHHCNU00000006.1	31272230	31273844	+	1615	0
GUL06G002578	GWHHCNU00000006.1	31278316	31282273	-	3958	4
GUL06G002579	GWHHCNU00000006.1	31304991	31307456	-	2466	2
GUL06G002580	GWHHCNU00000006.1	31309481	31310633	+	1153	0
GUL06G002581	GWHHCNU00000006.1	31327370	31328155	-	786	0
GUL06G002582	GWHHCNU00000006.1	31336638	31340229	+	3592	0
GUL06G002583	GWHHCNU00000006.1	31340439	31341646	+	1208	0
GUL06G002584	GWHHCNU00000006.1	31345820	31352912	+	7093	146
GUL06G002585	GWHHCNU00000006.1	31364690	31374161	+	9472	2
GUL06G002586	GWHHCNU00000006.1	31375904	31378660	+	2757	10
GUL06G002587	GWHHCNU00000006.1	31383372	31385791	+	2420	18
GUL06G002588	GWHHCNU00000006.1	31386153	31387514	+	1362	69
GUL06G002589	GWHHCNU00000006.1	31388824	31389537	+	714	0
GUL06G002590	GWHHCNU00000006.1	31393088	31395575	+	2488	0
GUL06G002591	GWHHCNU00000006.1	31436200	31436556	-	357	8
GUL06G002592	GWHHCNU00000006.1	31443819	31445899	-	2081	0
GUL06G002593	GWHHCNU00000006.1	31445931	31446263	-	333	0
GUL06G002594	GWHHCNU00000006.1	31448552	31450186	+	1635	0
GUL06G002595	GWHHCNU00000006.1	31476791	31478403	+	1613	0
GUL06G002596	GWHHCNU00000006.1	31494821	31497522	+	2702	36
GUL06G002597	GWHHCNU00000006.1	31509438	31511366	-	1929	7952
GUL06G002598	GWHHCNU00000006.1	31511515	31512682	-	1168	448
GUL06G002599	GWHHCNU00000006.1	31534401	31534862	+	462	0
GUL06G002600	GWHHCNU00000006.1	31561529	31566067	-	4539	117
GUL06G002601	GWHHCNU00000006.1	31578488	31584166	+	5679	870
GUL06G002602	GWHHCNU00000006.1	31595061	31598920	-	3860	0
GUL06G002603	GWHHCNU00000006.1	31604139	31611439	-	7301	284
GUL06G002604	GWHHCNU00000006.1	31616910	31620515	-	3606	691
GUL06G002605	GWHHCNU00000006.1	31663873	31665943	-	2071	0
GUL06G002606	GWHHCNU00000006.1	31677685	31680188	-	2504	2072
GUL06G002607	GWHHCNU00000006.1	31680282	31686329	-	6048	304
GUL06G002608	GWHHCNU00000006.1	31686542	31686799	+	258	0
GUL06G002609	GWHHCNU00000006.1	31727348	31727923	-	576	0
GUL06G002610	GWHHCNU00000006.1	31788187	31789392	-	1206	0
GUL06G002611	GWHHCNU00000006.1	31801299	31801694	+	396	0
GUL06G002612	GWHHCNU00000006.1	31811475	31811756	-	282	0
GUL06G002613	GWHHCNU00000006.1	31852441	31853930	-	1490	0
GUL06G002614	GWHHCNU00000006.1	31884342	31884671	+	330	0
GUL06G002615	GWHHCNU00000006.1	31892724	31896389	+	3666	3948
GUL06G002616	GWHHCNU00000006.1	31930789	31931157	-	369	0
GUL06G002617	GWHHCNU00000006.1	31956539	31956907	+	369	0
GUL06G002618	GWHHCNU00000006.1	31963285	31963587	+	303	319
GUL06G002619	GWHHCNU00000006.1	31987681	31993144	+	5464	1704
GUL06G002620	GWHHCNU00000006.1	32004731	32005033	+	303	0
GUL06G002621	GWHHCNU00000006.1	32007263	32009825	-	2563	1998
GUL06G002622	GWHHCNU00000006.1	32011791	32013842	-	2052	276
GUL06G002623	GWHHCNU00000006.1	32021944	32022249	+	306	22
GUL06G002624	GWHHCNU00000006.1	32037088	32037649	+	562	52
GUL06G002625	GWHHCNU00000006.1	32037585	32040393	-	2809	0
GUL06G002626	GWHHCNU00000006.1	32051875	32053064	-	1190	0
GUL06G002627	GWHHCNU00000006.1	32055989	32056615	+	627	0
GUL06G002628	GWHHCNU00000006.1	32057808	32058047	+	240	0
GUL06G002629	GWHHCNU00000006.1	32057989	32067734	-	9746	46
GUL06G002630	GWHHCNU00000006.1	32070722	32072534	+	1813	0
GUL06G002631	GWHHCNU00000006.1	32097852	32102254	-	4403	591
GUL06G002632	GWHHCNU00000006.1	32102392	32103624	-	1233	0
GUL06G002633	GWHHCNU00000006.1	32107014	32113329	-	6316	0
GUL06G002634	GWHHCNU00000006.1	32120075	32120353	-	279	0
GUL06G002635	GWHHCNU00000006.1	32130517	32130882	+	366	0
GUL06G002636	GWHHCNU00000006.1	32130913	32131305	+	393	0
GUL06G002637	GWHHCNU00000006.1	32136752	32153604	-	16853	74
GUL06G002638	GWHHCNU00000006.1	32162948	32163738	+	791	0
GUL06G002639	GWHHCNU00000006.1	32199230	32200044	-	815	0
GUL06G002640	GWHHCNU00000006.1	32228848	32229846	+	999	0
GUL06G002641	GWHHCNU00000006.1	32248101	32249227	-	1127	0
GUL06G002642	GWHHCNU00000006.1	32250302	32251293	-	992	0
GUL06G002643	GWHHCNU00000006.1	32252944	32253534	-	591	0
GUL06G002644	GWHHCNU00000006.1	32253572	32254633	-	1062	0
GUL06G002645	GWHHCNU00000006.1	32256400	32257435	+	1036	0
GUL06G002646	GWHHCNU00000006.1	32257460	32257974	+	515	0
GUL06G002647	GWHHCNU00000006.1	32269431	32273364	+	3934	301
GUL06G002648	GWHHCNU00000006.1	32361313	32372516	+	11204	715
GUL06G002649	GWHHCNU00000006.1	32380593	32382597	-	2005	0
GUL06G002650	GWHHCNU00000006.1	32382657	32384969	-	2313	0
GUL06G002651	GWHHCNU00000006.1	32385015	32388921	-	3907	0
GUL06G002652	GWHHCNU00000006.1	32410320	32413796	-	3477	209
GUL06G002653	GWHHCNU00000006.1	32418900	32419877	-	978	28
GUL06G002654	GWHHCNU00000006.1	32420608	32422167	+	1560	0
GUL06G002655	GWHHCNU00000006.1	32449631	32450041	+	411	0
GUL06G002656	GWHHCNU00000006.1	32488304	32488696	-	393	0
GUL06G002657	GWHHCNU00000006.1	32513144	32513407	+	264	0
GUL06G002658	GWHHCNU00000006.1	32522966	32523226	+	261	0
GUL06G002659	GWHHCNU00000006.1	32536094	32539183	-	3090	3145
GUL06G002660	GWHHCNU00000006.1	32543435	32543716	-	282	0
GUL06G002661	GWHHCNU00000006.1	32562107	32565635	-	3529	0
GUL06G002662	GWHHCNU00000006.1	32595031	32598954	-	3924	0
GUL06G002663	GWHHCNU00000006.1	32600857	32605755	-	4899	6
GUL06G002664	GWHHCNU00000006.1	32611800	32617814	+	6015	415
GUL06G002665	GWHHCNU00000006.1	32623480	32623890	-	411	0
GUL06G002666	GWHHCNU00000006.1	32637029	32638182	+	1154	199
GUL06G002667	GWHHCNU00000006.1	32639790	32642116	-	2327	190
GUL06G002668	GWHHCNU00000006.1	32642933	32646850	+	3918	262
GUL06G002669	GWHHCNU00000006.1	32648883	32662806	-	13924	622
GUL06G002670	GWHHCNU00000006.1	32670291	32674760	-	4470	114
GUL06G002671	GWHHCNU00000006.1	32676958	32677778	-	821	0
GUL06G002672	GWHHCNU00000006.1	32692868	32693086	-	219	0
GUL06G002673	GWHHCNU00000006.1	32710533	32712392	+	1860	248
GUL06G002674	GWHHCNU00000006.1	32737224	32739047	-	1824	0
GUL06G002675	GWHHCNU00000006.1	32751101	32753098	-	1998	36
GUL06G002676	GWHHCNU00000006.1	32786630	32787523	-	894	0
GUL06G002677	GWHHCNU00000006.1	32788109	32788921	-	813	0
GUL06G002678	GWHHCNU00000006.1	32789430	32791414	-	1985	16
GUL06G002679	GWHHCNU00000006.1	32798456	32799305	+	850	0
GUL06G002680	GWHHCNU00000006.1	32804819	32805466	-	648	0
GUL06G002681	GWHHCNU00000006.1	32806804	32829641	-	22838	2616
GUL06G002682	GWHHCNU00000006.1	32858483	32858719	-	237	0
GUL06G002683	GWHHCNU00000006.1	32870186	32871846	-	1661	100
GUL06G002684	GWHHCNU00000006.1	32880795	32884722	-	3928	0
GUL06G002685	GWHHCNU00000006.1	32884780	32885313	-	534	0
GUL06G002686	GWHHCNU00000006.1	32885346	32885609	-	264	0
GUL06G002687	GWHHCNU00000006.1	32885700	32886050	-	351	0
GUL06G002688	GWHHCNU00000006.1	32900844	32901174	-	331	0
GUL06G002689	GWHHCNU00000006.1	32935870	32939973	+	4104	0
GUL06G002690	GWHHCNU00000006.1	32940482	32945074	+	4593	209
GUL06G002691	GWHHCNU00000006.1	32950865	32951365	+	501	0
GUL06G002692	GWHHCNU00000006.1	32953334	32955011	+	1678	0
GUL06G002693	GWHHCNU00000006.1	32967711	32968995	-	1285	305
GUL06G002694	GWHHCNU00000006.1	32977318	32977683	+	366	2
GUL06G002695	GWHHCNU00000006.1	32984515	32985321	-	807	0
GUL06G002696	GWHHCNU00000006.1	32999257	33000407	-	1151	4449
GUL06G002697	GWHHCNU00000006.1	33002925	33003383	+	459	0
GUL06G002698	GWHHCNU00000006.1	33004425	33005305	-	881	0
GUL06G002699	GWHHCNU00000006.1	33022075	33023302	-	1228	0
GUL06G002700	GWHHCNU00000006.1	33051143	33051481	-	339	11
GUL06G002701	GWHHCNU00000006.1	33051636	33051926	-	291	0
GUL06G002702	GWHHCNU00000006.1	33053187	33053393	-	207	0
GUL06G002703	GWHHCNU00000006.1	33055910	33056366	+	457	0
GUL06G002704	GWHHCNU00000006.1	33092925	33093820	+	896	0
GUL06G002705	GWHHCNU00000006.1	33119761	33124397	+	4637	80
GUL06G002706	GWHHCNU00000006.1	33127282	33127848	-	567	0
GUL06G002707	GWHHCNU00000006.1	33137140	33138987	-	1848	0
GUL06G002708	GWHHCNU00000006.1	33144850	33147699	+	2850	762
GUL06G002709	GWHHCNU00000006.1	33147871	33154343	-	6473	917
GUL06G002710	GWHHCNU00000006.1	33158676	33160334	-	1659	225
GUL06G002711	GWHHCNU00000006.1	33164681	33166693	-	2013	542
GUL06G002712	GWHHCNU00000006.1	33174206	33180419	+	6214	49
GUL06G002713	GWHHCNU00000006.1	33181835	33185354	-	3520	96
GUL06G002714	GWHHCNU00000006.1	33190657	33194219	-	3563	336
GUL06G002715	GWHHCNU00000006.1	33196630	33196926	-	297	88
GUL06G002716	GWHHCNU00000006.1	33226621	33230038	+	3418	1850
GUL06G002717	GWHHCNU00000006.1	33237254	33237577	-	324	0
GUL06G002718	GWHHCNU00000006.1	33246310	33251070	+	4761	232
GUL06G002719	GWHHCNU00000006.1	33256475	33258265	-	1791	1451
GUL06G002720	GWHHCNU00000006.1	33269571	33269813	+	243	22
GUL06G002721	GWHHCNU00000006.1	33271071	33275911	+	4841	332
GUL06G002722	GWHHCNU00000006.1	33276976	33277380	-	405	0
GUL06G002723	GWHHCNU00000006.1	33282427	33289469	+	7043	27
GUL06G002724	GWHHCNU00000006.1	33291090	33294710	+	3621	2453
GUL06G002725	GWHHCNU00000006.1	33304269	33305300	+	1032	28
GUL06G002726	GWHHCNU00000006.1	33305678	33305993	+	316	56
GUL06G002727	GWHHCNU00000006.1	33308606	33311382	+	2777	229
GUL06G002728	GWHHCNU00000006.1	33315313	33315894	-	582	0
GUL06G002729	GWHHCNU00000006.1	33326013	33327203	-	1191	186
GUL06G002730	GWHHCNU00000006.1	33327567	33328391	-	825	0
GUL06G002731	GWHHCNU00000006.1	33332022	33333557	+	1536	0
GUL06G002732	GWHHCNU00000006.1	33334653	33334859	+	207	0
GUL06G002733	GWHHCNU00000006.1	33341294	33344235	-	2942	330
GUL06G002734	GWHHCNU00000006.1	33347145	33348680	+	1536	18
GUL06G002735	GWHHCNU00000006.1	33350716	33354839	-	4124	429
GUL06G002736	GWHHCNU00000006.1	33368733	33378832	+	10100	3
GUL06G002737	GWHHCNU00000006.1	33396411	33397856	+	1446	2218
GUL06G002738	GWHHCNU00000006.1	33418787	33420439	+	1653	0
GUL06G002739	GWHHCNU00000006.1	33437252	33440548	-	3297	462
GUL06G002740	GWHHCNU00000006.1	33466755	33468472	+	1718	0
GUL06G002741	GWHHCNU00000006.1	33482691	33486199	+	3509	2404
GUL06G002742	GWHHCNU00000006.1	33487093	33488679	-	1587	4
GUL06G002743	GWHHCNU00000006.1	33490189	33493673	+	3485	0
GUL06G002744	GWHHCNU00000006.1	33505434	33508347	+	2914	0
GUL06G002745	GWHHCNU00000006.1	33511415	33513762	+	2348	0
GUL06G002746	GWHHCNU00000006.1	33514754	33515325	+	572	328
GUL06G002747	GWHHCNU00000006.1	33515471	33515725	+	255	90
GUL06G002748	GWHHCNU00000006.1	33519545	33520554	+	1010	0
GUL06G002749	GWHHCNU00000006.1	33531856	33552010	-	20155	7
GUL06G002750	GWHHCNU00000006.1	33555620	33556495	-	876	13
GUL06G002751	GWHHCNU00000006.1	33557627	33557827	+	201	0
GUL06G002752	GWHHCNU00000006.1	33561986	33571523	-	9538	0
GUL06G002753	GWHHCNU00000006.1	33574089	33574289	+	201	0
GUL06G002754	GWHHCNU00000006.1	33598588	33599790	-	1203	6460
GUL06G002755	GWHHCNU00000006.1	33600442	33601243	+	802	112
GUL06G002756	GWHHCNU00000006.1	33623769	33624014	+	246	0
GUL06G002757	GWHHCNU00000006.1	33627171	33628592	-	1422	0
GUL06G002758	GWHHCNU00000006.1	33632267	33634725	+	2459	0
GUL06G002759	GWHHCNU00000006.1	33637427	33641664	-	4238	701
GUL06G002760	GWHHCNU00000006.1	33646987	33648399	+	1413	0
GUL06G002761	GWHHCNU00000006.1	33653109	33654181	+	1073	44
GUL06G002762	GWHHCNU00000006.1	33657792	33666062	+	8271	855
GUL06G002763	GWHHCNU00000006.1	33667812	33668696	+	885	2
GUL06G002764	GWHHCNU00000006.1	33669421	33670286	+	866	0
GUL06G002765	GWHHCNU00000006.1	33678923	33679156	-	234	0
GUL06G002766	GWHHCNU00000006.1	33684701	33688081	+	3381	392
GUL06G002767	GWHHCNU00000006.1	33691238	33693592	+	2355	0
GUL06G002768	GWHHCNU00000006.1	33693730	33698572	+	4843	64
GUL06G002769	GWHHCNU00000006.1	33742714	33746871	-	4158	1560
GUL06G002770	GWHHCNU00000006.1	33811600	33812442	+	843	0
GUL06G002771	GWHHCNU00000006.1	33815704	33816581	-	878	0
GUL06G002772	GWHHCNU00000006.1	33835970	33837013	+	1044	0
GUL06G002773	GWHHCNU00000006.1	33839590	33844095	+	4506	0
GUL06G002774	GWHHCNU00000006.1	33857062	33859363	+	2302	60
GUL06G002775	GWHHCNU00000006.1	33860226	33864018	-	3793	396
GUL06G002776	GWHHCNU00000006.1	33865436	33866029	+	594	0
GUL06G002777	GWHHCNU00000006.1	33867997	33872072	-	4076	225
GUL06G002778	GWHHCNU00000006.1	33876109	33876567	-	459	0
GUL06G002779	GWHHCNU00000006.1	33878875	33881090	+	2216	256
GUL06G002780	GWHHCNU00000006.1	33886943	33892008	+	5066	16
GUL06G002781	GWHHCNU00000006.1	33903449	33905831	+	2383	13473
GUL06G002782	GWHHCNU00000006.1	33908395	33914243	-	5849	125
GUL06G002783	GWHHCNU00000006.1	33921391	33925259	+	3869	1468
GUL06G002784	GWHHCNU00000006.1	33925281	33926789	+	1509	436
GUL06G002785	GWHHCNU00000006.1	33927598	33931950	-	4353	28
GUL06G002786	GWHHCNU00000006.1	33952095	33957976	+	5882	452
GUL06G002787	GWHHCNU00000006.1	33961088	33966148	-	5061	1
GUL06G002788	GWHHCNU00000006.1	33971465	33977387	+	5923	349
GUL06G002789	GWHHCNU00000006.1	33982516	33987336	-	4821	9
GUL06G002790	GWHHCNU00000006.1	34039373	34039714	-	342	0
GUL06G002791	GWHHCNU00000006.1	34042829	34048844	-	6016	376
GUL06G002792	GWHHCNU00000006.1	34052046	34052600	+	555	0
GUL06G002793	GWHHCNU00000006.1	34052819	34053325	-	507	0
GUL06G002794	GWHHCNU00000006.1	34058472	34058762	-	291	0
GUL06G002795	GWHHCNU00000006.1	34067542	34074008	+	6467	1105
GUL06G002796	GWHHCNU00000006.1	34076313	34078386	+	2074	2021
GUL06G002797	GWHHCNU00000006.1	34080713	34087878	+	7166	115
GUL06G002798	GWHHCNU00000006.1	34102701	34103318	+	618	0
GUL06G002799	GWHHCNU00000006.1	34104718	34105647	+	930	0
GUL06G002800	GWHHCNU00000006.1	34109709	34109990	-	282	0
GUL06G002801	GWHHCNU00000006.1	34110858	34111418	+	561	0
GUL06G002802	GWHHCNU00000006.1	34111445	34112250	+	806	0
GUL06G002803	GWHHCNU00000006.1	34120364	34123422	-	3059	0
GUL06G002804	GWHHCNU00000006.1	34131893	34136466	+	4574	477
GUL06G002805	GWHHCNU00000006.1	34144973	34147463	+	2491	1644
GUL06G002806	GWHHCNU00000006.1	34148440	34154167	-	5728	0
GUL06G002807	GWHHCNU00000006.1	34159311	34160813	+	1503	62
GUL06G002808	GWHHCNU00000006.1	34174281	34176345	-	2065	0
GUL06G002809	GWHHCNU00000006.1	34188475	34197834	-	9360	7489
GUL06G002810	GWHHCNU00000006.1	34209479	34210689	+	1211	6155
GUL06G002811	GWHHCNU00000006.1	34212158	34216235	-	4078	813
GUL06G002812	GWHHCNU00000006.1	34221122	34222596	+	1475	0
GUL06G002813	GWHHCNU00000006.1	34223124	34224611	-	1488	0
GUL06G002814	GWHHCNU00000006.1	34242675	34244051	-	1377	0
GUL06G002815	GWHHCNU00000006.1	34248039	34250551	+	2513	0
GUL06G002816	GWHHCNU00000006.1	34250653	34251627	+	975	0
GUL06G002817	GWHHCNU00000006.1	34251702	34252419	+	718	0
GUL06G002818	GWHHCNU00000006.1	34252943	34254090	+	1148	0
GUL06G002819	GWHHCNU00000006.1	34255762	34256130	-	369	0
GUL06G002820	GWHHCNU00000006.1	34264545	34266890	+	2346	1098
GUL06G002821	GWHHCNU00000006.1	34268508	34271553	+	3046	1463
GUL06G002822	GWHHCNU00000006.1	34273875	34275489	+	1615	0
GUL06G002823	GWHHCNU00000006.1	34275767	34279478	+	3712	398
GUL06G002824	GWHHCNU00000006.1	34286013	34286360	-	348	2
GUL06G002825	GWHHCNU00000006.1	34286430	34286708	-	279	2
GUL06G002826	GWHHCNU00000006.1	34293498	34293710	-	213	0
GUL06G002827	GWHHCNU00000006.1	34298741	34301041	+	2301	0
GUL06G002828	GWHHCNU00000006.1	34302665	34304007	+	1343	0
GUL06G002829	GWHHCNU00000006.1	34312866	34314810	-	1945	85
GUL06G002830	GWHHCNU00000006.1	34318721	34321749	-	3029	0
GUL06G002831	GWHHCNU00000006.1	34323564	34324514	+	951	65
GUL06G002832	GWHHCNU00000006.1	34332403	34335335	+	2933	8
GUL06G002833	GWHHCNU00000006.1	34353213	34355378	+	2166	0
GUL06G002834	GWHHCNU00000006.1	34364116	34366004	+	1889	0
GUL06G002835	GWHHCNU00000006.1	34366049	34366858	+	810	0
GUL06G002836	GWHHCNU00000006.1	34367520	34368044	-	525	16
GUL06G002837	GWHHCNU00000006.1	34373537	34374163	+	627	0
GUL06G002838	GWHHCNU00000006.1	34384228	34387370	-	3143	1185
GUL06G002839	GWHHCNU00000006.1	34396887	34397648	-	762	8
GUL06G002840	GWHHCNU00000006.1	34408720	34410453	+	1734	689
GUL06G002841	GWHHCNU00000006.1	34417087	34422670	-	5584	49
GUL06G002842	GWHHCNU00000006.1	34424420	34426584	+	2165	0
GUL06G002843	GWHHCNU00000006.1	34426990	34427697	-	708	559
GUL06G002844	GWHHCNU00000006.1	34429743	34430220	+	478	3
GUL06G002845	GWHHCNU00000006.1	34433010	34433255	-	246	0
GUL06G002846	GWHHCNU00000006.1	34433629	34437350	+	3722	5
GUL06G002847	GWHHCNU00000006.1	34444255	34446483	-	2229	0
GUL06G002848	GWHHCNU00000006.1	34463738	34465086	-	1349	0
GUL06G002849	GWHHCNU00000006.1	34469419	34472270	+	2852	0
GUL06G002850	GWHHCNU00000006.1	34476627	34478188	+	1562	86
GUL06G002851	GWHHCNU00000006.1	34478963	34482867	-	3905	2595
GUL06G002852	GWHHCNU00000006.1	34483194	34485447	-	2254	57
GUL06G002853	GWHHCNU00000006.1	34500405	34501941	-	1537	291
GUL06G002854	GWHHCNU00000006.1	34511233	34513328	-	2096	783
GUL06G002855	GWHHCNU00000006.1	34527407	34529005	+	1599	0
GUL06G002856	GWHHCNU00000006.1	34531386	34539088	+	7703	660
GUL06G002857	GWHHCNU00000006.1	34541363	34543210	-	1848	68
GUL06G002858	GWHHCNU00000006.1	34545445	34548332	+	2888	22
GUL06G002859	GWHHCNU00000006.1	34548659	34548898	-	240	46
GUL06G002860	GWHHCNU00000006.1	34552361	34554054	+	1694	21
GUL06G002861	GWHHCNU00000006.1	34561344	34561571	-	228	0
GUL06G002862	GWHHCNU00000006.1	34563718	34565112	+	1395	7
GUL06G002863	GWHHCNU00000006.1	34567064	34567579	+	516	0
GUL06G002864	GWHHCNU00000006.1	34574952	34581157	+	6206	1176
GUL06G002865	GWHHCNU00000006.1	34582968	34586906	+	3939	0
GUL06G002866	GWHHCNU00000006.1	34594931	34598112	+	3182	6374
GUL06G002867	GWHHCNU00000006.1	34601817	34603091	-	1275	0
GUL06G002868	GWHHCNU00000006.1	34603119	34603364	-	246	0
GUL06G002869	GWHHCNU00000006.1	34603566	34604574	-	1009	0
GUL06G002870	GWHHCNU00000006.1	34604666	34605232	-	567	0
GUL06G002871	GWHHCNU00000006.1	34605338	34605577	-	240	0
GUL06G002872	GWHHCNU00000006.1	34611595	34611924	+	330	0
GUL06G002873	GWHHCNU00000006.1	34623635	34624426	+	792	56
GUL06G002874	GWHHCNU00000006.1	34650150	34655466	+	5317	873
GUL06G002875	GWHHCNU00000006.1	34660187	34660537	-	351	0
GUL06G002876	GWHHCNU00000006.1	34661118	34662545	+	1428	1837
GUL06G002877	GWHHCNU00000006.1	34668314	34669345	+	1032	0
GUL06G002878	GWHHCNU00000006.1	34673079	34674562	-	1484	62
GUL06G002879	GWHHCNU00000006.1	34674657	34675052	-	396	31
GUL06G002880	GWHHCNU00000006.1	34690215	34691122	-	908	1683
GUL06G002881	GWHHCNU00000006.1	34698420	34699430	-	1011	0
GUL06G002882	GWHHCNU00000006.1	34701471	34701896	+	426	0
GUL06G002883	GWHHCNU00000006.1	34704068	34705737	-	1670	0
GUL06G002884	GWHHCNU00000006.1	34730316	34734047	+	3732	4806
GUL06G002885	GWHHCNU00000006.1	34740509	34742020	+	1512	0
GUL06G002886	GWHHCNU00000006.1	34747130	34748732	-	1603	3421
GUL06G002887	GWHHCNU00000006.1	34750579	34753265	-	2687	0
GUL06G002888	GWHHCNU00000006.1	34757175	34757471	-	297	0
GUL06G002889	GWHHCNU00000006.1	34759571	34759970	+	400	21
GUL06G002890	GWHHCNU00000006.1	34763855	34766628	+	2774	42
GUL06G002891	GWHHCNU00000006.1	34773552	34777311	+	3760	460
GUL06G002892	GWHHCNU00000006.1	34780084	34782210	-	2127	159
GUL06G002893	GWHHCNU00000006.1	34793647	34794990	-	1344	19
GUL06G002894	GWHHCNU00000006.1	34802466	34802786	+	321	0
GUL06G002895	GWHHCNU00000006.1	34804332	34805024	+	693	0
GUL06G002896	GWHHCNU00000006.1	34814760	34815640	-	881	0
GUL06G002897	GWHHCNU00000006.1	34815775	34816221	-	447	0
GUL06G002898	GWHHCNU00000006.1	34818752	34821546	+	2795	1367
GUL06G002899	GWHHCNU00000006.1	34824098	34825140	-	1043	20
GUL06G002900	GWHHCNU00000006.1	34826691	34827682	-	992	0
GUL06G002901	GWHHCNU00000006.1	34827717	34829797	+	2081	0
GUL06G002902	GWHHCNU00000006.1	34835307	34839424	+	4118	170
GUL06G002903	GWHHCNU00000006.1	34870928	34873233	+	2306	0
GUL06G002904	GWHHCNU00000006.1	34875079	34876347	+	1269	402
GUL06G002905	GWHHCNU00000006.1	34901021	34903155	+	2135	0
GUL06G002906	GWHHCNU00000006.1	34905199	34907552	-	2354	406
GUL06G002907	GWHHCNU00000006.1	34909122	34909517	-	396	0
GUL06G002908	GWHHCNU00000006.1	34913226	34913746	-	521	8
GUL06G002909	GWHHCNU00000006.1	34918257	34918784	-	528	1275
GUL06G002910	GWHHCNU00000006.1	34943132	34944733	-	1602	3243
GUL06G002911	GWHHCNU00000006.1	34944803	34945731	-	929	63
GUL06G002912	GWHHCNU00000006.1	34958229	34959896	-	1668	0
GUL06G002913	GWHHCNU00000006.1	34977797	34983838	+	6042	212
GUL06G002914	GWHHCNU00000006.1	35015813	35016783	+	971	0
GUL06G002915	GWHHCNU00000006.1	35023452	35027358	+	3907	620
GUL06G002916	GWHHCNU00000006.1	35038519	35040054	+	1536	42
GUL06G002917	GWHHCNU00000006.1	35046178	35046783	+	606	62
GUL06G002918	GWHHCNU00000006.1	35062604	35062924	-	321	0
GUL06G002919	GWHHCNU00000006.1	35066159	35071486	+	5328	34
GUL06G002920	GWHHCNU00000006.1	35073803	35076939	-	3137	1367
GUL06G002921	GWHHCNU00000006.1	35084883	35085167	+	285	0
GUL06G002922	GWHHCNU00000006.1	35094697	35097745	+	3049	3919
GUL06G002923	GWHHCNU00000006.1	35146483	35150533	-	4051	478
GUL06G002924	GWHHCNU00000006.1	35155917	35159240	+	3324	0
GUL06G002925	GWHHCNU00000006.1	35164994	35167393	-	2400	0
GUL06G002926	GWHHCNU00000006.1	35167463	35168713	+	1251	22
GUL06G002927	GWHHCNU00000006.1	35169013	35171711	-	2699	24
GUL06G002928	GWHHCNU00000006.1	35175589	35181769	+	6181	3461
GUL06G002929	GWHHCNU00000006.1	35189012	35190263	+	1252	17
GUL06G002930	GWHHCNU00000006.1	35201058	35203699	-	2642	0
GUL06G002931	GWHHCNU00000006.1	35206842	35214488	-	7647	1788
GUL06G002932	GWHHCNU00000006.1	35231143	35231391	-	249	0
GUL06G002933	GWHHCNU00000006.1	35232128	35233891	-	1764	1261
GUL06G002934	GWHHCNU00000006.1	35236898	35241717	+	4820	3288
GUL06G002935	GWHHCNU00000006.1	35243010	35244918	+	1909	53
GUL06G002936	GWHHCNU00000006.1	35247823	35251361	-	3539	681
GUL06G002937	GWHHCNU00000006.1	35253783	35258075	-	4293	690
GUL06G002938	GWHHCNU00000006.1	35267956	35273945	-	5990	969
GUL06G002939	GWHHCNU00000006.1	35283443	35285210	+	1768	1
