"Geneid","at_id","SYMBOL","functional_group","log2FoldChange","pvalue","padj","GENENAME"
"GUL06G002978","AT1G59640","ZCW32","TF: bHLH",3.25669730557689,8.15817116562022e-16,6.05827518662079e-15,"A basic helix-loop-helix encoding gene (BIGPETAL, BPE) involved in the control of petal size. BPE is expressed via two mRNAs derived from an alternative splicing event. The BPEub (AT1G59640.1)transcript is expressed ubiquitously, whereas the BPEp (AT1G59640.2) transcript is preferentially expressed in petals. Plants that lack the petal-expressed variant BPEp have larger petals as a result of increased cell size.  BPEp is positively regulated downstream of APETALA3, PISTILLATA, APETALA1 and PISTILLATA3 and is negatively regulated downstream of AGAMOUS."
"GUL07G003299","AT4G29100","BHLH68","TF: bHLH",2.14402743762406,5.31427250902581e-15,3.76464510713837e-14,NA
"GUL02G001930","AT4G14410","bHLH104","TF: bHLH",-1.08069862571353,2.4908578462254e-12,1.51282168076986e-11,NA
"GUL03G003936","AT5G54680","bHLH105","TF: bHLH",-1.05002464164557,6.92380492455545e-11,3.82219760668291e-10,NA
"GUL01G001110","AT1G26945","KDR","TF: bHLH",12.3680113924922,6.47186861591631e-10,3.32438408205178e-09,"Encodes a basic helix-loop-helix (bHLH) protein involved in blue/far-red light signaling. Physically interacts with HFR1 and negatively regulates its activity."
"GUL01G001110","AT1G26945","PRE6","TF: bHLH",12.3680113924922,6.47186861591631e-10,3.32438408205178e-09,"Encodes a basic helix-loop-helix (bHLH) protein involved in blue/far-red light signaling. Physically interacts with HFR1 and negatively regulates its activity."
"GUL06G002914","AT1G26945","KDR","TF: bHLH",10.1764667186001,4.00454276527313e-09,1.93281205679643e-08,"Encodes a basic helix-loop-helix (bHLH) protein involved in blue/far-red light signaling. Physically interacts with HFR1 and negatively regulates its activity."
"GUL06G002914","AT1G26945","PRE6","TF: bHLH",10.1764667186001,4.00454276527313e-09,1.93281205679643e-08,"Encodes a basic helix-loop-helix (bHLH) protein involved in blue/far-red light signaling. Physically interacts with HFR1 and negatively regulates its activity."
"GUL04G004082","AT3G57800","bHLH60","TF: bHLH",1.77908247679624,1.44047032530562e-07,6.02684336753764e-07,NA
"GUL08G002706","AT4G29100","BHLH68","TF: bHLH",-1.80155915424566,4.17215301688717e-07,1.6682494541131e-06,NA
"GUL07G004461","AT1G61660","AtbHLH112","TF: bHLH",-1.36713596663928,4.84452612314467e-07,1.92113757699692e-06,NA
"GUL04G002903","AT3G57800","bHLH60","TF: bHLH",1.47683689786612,1.44662889269422e-06,5.45194251710809e-06,NA
"GUL01G002753","AT1G01260","bHLH013","TF: bHLH",-1.07884610785212,8.56235380133549e-06,2.96313944368552e-05,NA
"GUL01G002753","AT1G01260","bHLH13","TF: bHLH",-1.07884610785212,8.56235380133549e-06,2.96313944368552e-05,NA
"GUL06G002393","AT3G24140","FMA","TF: bHLH",3.10402307088062,1.34456582637608e-05,4.53790966401928e-05,"Encodes a basic helix-loop-helix transcription factor whose activity is required to promote differentiation of stomatal guard cells and to halt proliferative divisions in their immediate precursors.  Both transcript and protein are expressed in and are required for halting divisions at the end of the stomatal lineage.  It also has a role in the promotion of guard cell fate and in controlling the transition from guard mother cell to guard cell."
"GUL05G004063","AT1G72210","bHLH096","TF: bHLH",-8.31351728779267,2.21681973304544e-05,7.29615216684113e-05,NA
"GUL05G004063","AT1G72210","bHLH96","TF: bHLH",-8.31351728779267,2.21681973304544e-05,7.29615216684113e-05,NA
"GUL04G005397","AT1G01260","bHLH013","TF: bHLH",1.5590548825978,0.000106062011531352,0.000319670876705632,NA
"GUL04G005397","AT1G01260","bHLH13","TF: bHLH",1.5590548825978,0.000106062011531352,0.000319670876705632,NA
"GUL03G003440","AT1G61660","AtbHLH112","TF: bHLH",1.33467427164898,0.000463681976366361,0.00127252004315773,NA
"GUL01G004529","AT2G24260","DROP1","TF: bHLH",-1.07997759460012,0.000852091649743897,0.00223739011015989,"Encodes a basic helix-loop-helix (bHLH) protein that regulates root hair development.  One of the three Arabidopsis homologs of the Lotus japonicus ROOTHAIRLESS1 (LjRHL1) gene: At2g24260 (AtLRL1), At4g30980 (AtLRL2), and At5g58010 (AtLRL3)."
"GUL01G004529","AT2G24260","LRL1","TF: bHLH",-1.07997759460012,0.000852091649743897,0.00223739011015989,"Encodes a basic helix-loop-helix (bHLH) protein that regulates root hair development.  One of the three Arabidopsis homologs of the Lotus japonicus ROOTHAIRLESS1 (LjRHL1) gene: At2g24260 (AtLRL1), At4g30980 (AtLRL2), and At5g58010 (AtLRL3)."
"GUL06G003250","AT5G65640","bHLH093","TF: bHLH",8.60698439380751,0.000857017132992623,0.00224984185421307,NA
"GUL07G002658","AT5G54680","bHLH105","TF: bHLH",8.68549680133063,0.00269963578072042,0.00647738400295448,NA
"GUL08G001696","AT1G27740","RSL4","TF: bHLH",5.02107353111693,0.00639805898924852,0.0142778288573492,"Basic helix-loop-helix (bHLH) transcription factor  that is sufficient to promote postmitotic cell growth in root-hair cells. RSL4 is a direct transcriptional target of RHD6"
"GUL01G001454","AT5G46690","bHLH071","TF: bHLH",4.35888091004291,0.0133692840630319,0.0278717680349852,NA
"GUL05G002256","AT4G00870","bHLH014","TF: bHLH",-4.47171258115982,0.018878940087246,0.0379885075478625,NA
"GUL05G002256","AT4G00870","bHLH14","TF: bHLH",-4.47171258115982,0.018878940087246,0.0379885075478625,NA
"GUL04G004201","AT4G09820","BHLH42","TF: bHLH",3.72336486737262,0.0233506039174846,0.0458695271287677,"TT8 is a regulation factor that acts in a concerted action with TT1, PAP1 and TTG1 on the regulation of flavonoid pathways, namely proanthocyanidin and anthocyanin biosynthesis.  Affects dihydroflavonol 4-reductase gene expression. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium. Also important for important for marginal trichome development."
"GUL02G004169","AT3G62420","ATBZIP53","TF: bZIP",-3.3785891045497,6.10620407863541e-206,7.10258609961843e-204,"Encodes a group-S bZIP transcription factor. Forms heterodimers with group-C bZIP transcription factors. The heterodimers bind to the ACTCAT cis-element of proline dehydrogenase gene."
"GUL02G004169","AT3G62420","BZIP53","TF: bZIP",-3.3785891045497,6.10620407863541e-206,7.10258609961843e-204,"Encodes a group-S bZIP transcription factor. Forms heterodimers with group-C bZIP transcription factors. The heterodimers bind to the ACTCAT cis-element of proline dehydrogenase gene."
"GUL05G003537","AT3G51960","ATBZIP24","TF: bZIP",-3.41994154277355,8.84962019809629e-101,4.12137056018742e-99,"bZIP transcription  factor induced by salt stress and promoted salt tolerance. Localized to the cytoplasm and nucleus under control conditions and targeted preferentially to the nucleus under salt stress"
"GUL05G003537","AT3G51960","BZIP24","TF: bZIP",-3.41994154277355,8.84962019809629e-101,4.12137056018742e-99,"bZIP transcription  factor induced by salt stress and promoted salt tolerance. Localized to the cytoplasm and nucleus under control conditions and targeted preferentially to the nucleus under salt stress"
"GUL04G005258","AT5G28770","AtbZIP63","TF: bZIP",-2.26339073333003,1.84477641762542e-54,4.2794279411891e-53,"bZIP protein BZO2H3 mRNA, partial cds"
"GUL04G005258","AT5G28770","bZIP63","TF: bZIP",-2.26339073333003,1.84477641762542e-54,4.2794279411891e-53,"bZIP protein BZO2H3 mRNA, partial cds"
"GUL04G002685","AT1G42990","ATBZIP60","TF: bZIP",-1.76674132010422,7.73712356144256e-33,1.11048083958178e-31,"AtbZIP60 consists of a bZIP DNA binding domain followed by a putative transmembrane domain. GFP fusions containing the first 260 amino acids (AtbZIP60deltaC) are nuclear-localized. AtbZIP60 is upregulated by the addition of tunicamycin (ER stress response inductor), DTT (inhibitor of disulfide bond formation) and azetin-2-carboxylate (proline analog perturbing protein structure). Upon ER stress the protein is proteolyzed and the soluble part is translocalized into the nucleus. AtbZIP60deltaC can activate the promoters of the ER chaperones BiP1, BiP2 and BiP3 and CNX1 and CNX2 via binding to the ER stress response element (ERSE) and the plant unfolded protein response element(P-UPRE). It can also activate its own transcription."
"GUL04G002685","AT1G42990","BZIP60","TF: bZIP",-1.76674132010422,7.73712356144256e-33,1.11048083958178e-31,"AtbZIP60 consists of a bZIP DNA binding domain followed by a putative transmembrane domain. GFP fusions containing the first 260 amino acids (AtbZIP60deltaC) are nuclear-localized. AtbZIP60 is upregulated by the addition of tunicamycin (ER stress response inductor), DTT (inhibitor of disulfide bond formation) and azetin-2-carboxylate (proline analog perturbing protein structure). Upon ER stress the protein is proteolyzed and the soluble part is translocalized into the nucleus. AtbZIP60deltaC can activate the promoters of the ER chaperones BiP1, BiP2 and BiP3 and CNX1 and CNX2 via binding to the ER stress response element (ERSE) and the plant unfolded protein response element(P-UPRE). It can also activate its own transcription."
"GUL03G002425","AT4G38900","bZIP29","TF: bZIP",-1.24604052288215,2.35665291641086e-29,3.01267893368735e-28,NA
"GUL04G003900","AT2G40950","BZIP17","TF: bZIP",-1.6460261900043,2.18922443385518e-26,2.54043192813748e-25,"bZIP17 appears to regulate transcription as part of a salt and osmotic stress response. zip17 mutants show enhanced inhibition of primary root elongation in response to NaCl. Several salt-responsive genes, such as ATHB-7 show a reduced transcriptional response to a salt treatment in zip17 mutant seedlings. myc:bZIP17 undergoes proteolytic processing in salt-treated wild type seedlings, but not in s1p-3 (subtilase) mutants and there is also evidence for S1P-mediated cleavage of bZIP17 in vitro. In addition, an mGFP:bZIP17 protein moves from the ER to the nucleus following salt treatment."
"GUL05G004824","AT4G34590","AtbZIP11","TF: bZIP",-2.06039761899714,1.09966737657647e-16,8.59526637685235e-16,"Encodes a basic domain leucine zipper (bZip) transcription factor bZIP11. Translation is repressed by sucrose. Directly regulates gene expression of ASN1 and ProDH2, which are enzyme-coding genes involved in amino acid metabolism."
"GUL05G004824","AT4G34590","BZIP11","TF: bZIP",-2.06039761899714,1.09966737657647e-16,8.59526637685235e-16,"Encodes a basic domain leucine zipper (bZip) transcription factor bZIP11. Translation is repressed by sucrose. Directly regulates gene expression of ASN1 and ProDH2, which are enzyme-coding genes involved in amino acid metabolism."
"GUL03G002475","AT1G75390","AtbZIP44","TF: bZIP",-1.87077435222031,1.24656404431162e-13,8.17377006132517e-13,NA
"GUL03G002475","AT1G75390","bZIP44","TF: bZIP",-1.87077435222031,1.24656404431162e-13,8.17377006132517e-13,NA
"GUL05G004602","AT5G24800","ATBZIP9","TF: bZIP",-2.04259173582039,1.26493127287417e-13,8.2875622611187e-13,"Encodes bZIP protein BZO2H2."
"GUL05G004602","AT5G24800","BZIP9","TF: bZIP",-2.04259173582039,1.26493127287417e-13,8.2875622611187e-13,"Encodes bZIP protein BZO2H2."
"GUL07G003165","AT1G06070","bZIP69","TF: bZIP",-1.18479583571311,1.85659124709648e-13,1.20482070273635e-12,NA
"GUL01G003282","AT4G36730","AtGBF1","TF: bZIP",-1.04481009739927,1.72808170970584e-11,9.9652982615861e-11,"member of a gene family encoding basic leucine zipper proteins (GBFs) which bind the G-box"
"GUL01G003282","AT4G36730","GBF1","TF: bZIP",-1.04481009739927,1.72808170970584e-11,9.9652982615861e-11,"member of a gene family encoding basic leucine zipper proteins (GBFs) which bind the G-box"
"GUL04G000137","AT1G75390","AtbZIP44","TF: bZIP",-9.27552258285823,3.88852322161532e-11,2.19040682644262e-10,NA
"GUL04G000137","AT1G75390","bZIP44","TF: bZIP",-9.27552258285823,3.88852322161532e-11,2.19040682644262e-10,NA
"GUL04G004644","AT1G19490","bZIP62","TF: bZIP",9.38507704549661,3.42674527256079e-08,1.51919453078865e-07,NA
"GUL04G000383","AT1G59530","ATBZIP4","TF: bZIP",-10.6746890304115,3.71739159600835e-08,1.64211558568814e-07,NA
"GUL04G000383","AT1G59530","bZIP4","TF: bZIP",-10.6746890304115,3.71739159600835e-08,1.64211558568814e-07,NA
"GUL05G005057","AT1G75390","AtbZIP44","TF: bZIP",-1.72889562320293,8.08459082258555e-08,3.46706469611597e-07,NA
"GUL05G005057","AT1G75390","bZIP44","TF: bZIP",-1.72889562320293,8.08459082258555e-08,3.46706469611597e-07,NA
"GUL04G003377","AT5G24800","ATBZIP9","TF: bZIP",-1.13526301771638,2.28204274610105e-07,9.3706165497002e-07,"Encodes bZIP protein BZO2H2."
"GUL04G003377","AT5G24800","BZIP9","TF: bZIP",-1.13526301771638,2.28204274610105e-07,9.3706165497002e-07,"Encodes bZIP protein BZO2H2."
"GUL01G001618","AT2G35530","AtbZIP16","TF: bZIP",-1.00896587398725,2.77544928280338e-07,1.12927473056769e-06,"Encodes a G group bZIP transcription factor family member that can bind cis elements with an ACGT core, such as G-box, Hex, C-box and As-1.  The protein is localized in the nucleus and can homodimerize and can heterodimerize with other G group members."
"GUL01G001618","AT2G35530","bZIP16","TF: bZIP",-1.00896587398725,2.77544928280338e-07,1.12927473056769e-06,"Encodes a G group bZIP transcription factor family member that can bind cis elements with an ACGT core, such as G-box, Hex, C-box and As-1.  The protein is localized in the nucleus and can homodimerize and can heterodimerize with other G group members."
"GUL02G004675","AT1G03970","GBF4","TF: bZIP",1.19146376555024,1.42146228957247e-06,5.3606252263333e-06,"encodes a basic leucine zipper G-box binding factor that can bind to G-box motifs only as heterodimers with GBF2 or GBF3. A single amino acid change can confer G-box binding as homodimers."
"GUL06G001058","AT1G06850","AtbZIP52","TF: bZIP",-2.0341150401442,9.13939044054169e-06,3.15216497445496e-05,NA
"GUL06G001058","AT1G06850","bZIP52","TF: bZIP",-2.0341150401442,9.13939044054169e-06,3.15216497445496e-05,NA
"GUL05G003180","AT1G06850","AtbZIP52","TF: bZIP",-2.34331554478685,0.000126951071094891,0.000378401765591681,NA
"GUL05G003180","AT1G06850","bZIP52","TF: bZIP",-2.34331554478685,0.000126951071094891,0.000378401765591681,NA
"GUL05G003735","AT2G40620","bZIP18","TF: bZIP",2.16993914472127,0.000619608535444466,0.00166160973398312,NA
"GUL02G004345","AT5G10030","OBF4","TF: bZIP",7.97024708785493,0.00142303107529751,0.00359200312368071,"Encodes a member of basic leucine zipper transcription gene family.  Nomenclature according to Xiang, et al. (1997)."
"GUL02G004345","AT5G10030","TGA4","TF: bZIP",7.97024708785493,0.00142303107529751,0.00359200312368071,"Encodes a member of basic leucine zipper transcription gene family.  Nomenclature according to Xiang, et al. (1997)."
"GUL01G004260","AT5G60830","AtbZIP70","TF: bZIP",-7.54617476035595,0.00549716680364679,0.0124370358464144,NA
"GUL01G004260","AT5G60830","bZIP70","TF: bZIP",-7.54617476035595,0.00549716680364679,0.0124370358464144,NA
"GUL07G002801","AT3G44460","AtbZIP67","TF: bZIP",-7.66614477774701,0.0113729567329525,0.0240647018792011,"basic leucine zipper transcription factor (BZIP67), identical to basic leucine zipper transcription factor GI:18656053 from (Arabidopsis thaliana); identical to cDNA basic leucine zipper transcription factor (atbzip67 gene) GI:18656052.  Located in the nucleus and expressed during seed maturation in the cotyledons."
"GUL07G002801","AT3G44460","DPBF2","TF: bZIP",-7.66614477774701,0.0113729567329525,0.0240647018792011,"basic leucine zipper transcription factor (BZIP67), identical to basic leucine zipper transcription factor GI:18656053 from (Arabidopsis thaliana); identical to cDNA basic leucine zipper transcription factor (atbzip67 gene) GI:18656052.  Located in the nucleus and expressed during seed maturation in the cotyledons."
"GUL07G002674","AT2G46410","CPC","TF: MYB",2.24879099266066,8.01537301125687e-38,1.32472255767864e-36,"Nuclear-localized R3-type MYB transcription factor. Positive regulator of hair-cell differentiation. Preferentially transcribed in hairless cells. Moves from atrichoblasts into trichoblast via plasmodesmata in a tissue-specific mode. N-terminus and part of the Myb domain are required for this movement, with W76 playing a crucial role. Capability to increase the size-exclusion limit of plasmodesmata. Regulated by WEREWOLF."
"GUL03G004182","AT2G46410","CPC","TF: MYB",1.85184061175291,3.34709876110699e-19,2.96455593265424e-18,"Nuclear-localized R3-type MYB transcription factor. Positive regulator of hair-cell differentiation. Preferentially transcribed in hairless cells. Moves from atrichoblasts into trichoblast via plasmodesmata in a tissue-specific mode. N-terminus and part of the Myb domain are required for this movement, with W76 playing a crucial role. Capability to increase the size-exclusion limit of plasmodesmata. Regulated by WEREWOLF."
"GUL04G002563","AT2G37630","AS1","TF: MYB",1.05479527168001,2.06861927183572e-11,1.18816107626174e-10,"Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response."
"GUL04G002563","AT2G37630","ATMYB91","TF: MYB",1.05479527168001,2.06861927183572e-11,1.18816107626174e-10,"Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response."
"GUL04G002563","AT2G37630","ATPHAN","TF: MYB",1.05479527168001,2.06861927183572e-11,1.18816107626174e-10,"Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response."
"GUL04G002563","AT2G37630","LL2","TF: MYB",1.05479527168001,2.06861927183572e-11,1.18816107626174e-10,"Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response."
"GUL04G002563","AT2G37630","MYB91","TF: MYB",1.05479527168001,2.06861927183572e-11,1.18816107626174e-10,"Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response."
"GUL06G004314","AT2G46410","CPC","TF: MYB",1.29704467836666,0.00126539753301745,0.00322700037955603,"Nuclear-localized R3-type MYB transcription factor. Positive regulator of hair-cell differentiation. Preferentially transcribed in hairless cells. Moves from atrichoblasts into trichoblast via plasmodesmata in a tissue-specific mode. N-terminus and part of the Myb domain are required for this movement, with W76 playing a crucial role. Capability to increase the size-exclusion limit of plasmodesmata. Regulated by WEREWOLF."
"GUL07G002364","AT4G27410","ANAC072","TF: NAC",-2.07160078600416,0,0,"Encodes a NAC transcription factor induced in response to dessication. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response."
"GUL07G002364","AT4G27410","ANAC72","TF: NAC",-2.07160078600416,0,0,"Encodes a NAC transcription factor induced in response to dessication. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response."
"GUL06G002810","AT1G69490","ANAC029","TF: NAC",-2.18970361780245,3.00496502826137e-76,1.00341301617168e-74,"Encodes a member of the NAC transcription factor gene family.  It is expressed in floral primordia and upregulated by AP3 and PI.  Its expression is associated with leaf senescence."
"GUL03G002249","AT2G17040","anac036","TF: NAC",-3.12469742424398,3.86812909809796e-66,1.11296005222296e-64,"Member of the NAC transcription factor family and more specifically, the ONAC022 subfamily. Involved in leaf and inflorescence stem morphogenesis."
"GUL03G002249","AT2G17040","NAC036","TF: NAC",-3.12469742424398,3.86812909809796e-66,1.11296005222296e-64,"Member of the NAC transcription factor family and more specifically, the ONAC022 subfamily. Involved in leaf and inflorescence stem morphogenesis."
"GUL07G002056","AT1G56010","anac021","TF: NAC",-3.30094096782612,1.37637288695347e-64,3.87388988124988e-63,"Encodes a transcription factor involved in shoot apical meristem formation and auxin-mediated lateral root formation. The gene is thought not to be involved in stress responses (NaCl, auxins, ethylene). NAC1 (NAC1)"
"GUL07G002056","AT1G56010","ANAC022","TF: NAC",-3.30094096782612,1.37637288695347e-64,3.87388988124988e-63,"Encodes a transcription factor involved in shoot apical meristem formation and auxin-mediated lateral root formation. The gene is thought not to be involved in stress responses (NaCl, auxins, ethylene). NAC1 (NAC1)"
"GUL07G002056","AT1G56010","NAC1","TF: NAC",-3.30094096782612,1.37637288695347e-64,3.87388988124988e-63,"Encodes a transcription factor involved in shoot apical meristem formation and auxin-mediated lateral root formation. The gene is thought not to be involved in stress responses (NaCl, auxins, ethylene). NAC1 (NAC1)"
"GUL04G003137","AT1G01720","ANAC002","TF: NAC",3.06438475214344,1.82512686106332e-46,3.68069749803427e-45,"Belongs to a large family of putative transcriptional activators with NAC domain. Transcript level increases in response to wounding and abscisic acid. ATAF1 attentuates ABA signaling and sythesis. Mutants are hyposensitive to ABA."
"GUL04G003137","AT1G01720","ANAC2","TF: NAC",3.06438475214344,1.82512686106332e-46,3.68069749803427e-45,"Belongs to a large family of putative transcriptional activators with NAC domain. Transcript level increases in response to wounding and abscisic acid. ATAF1 attentuates ABA signaling and sythesis. Mutants are hyposensitive to ABA."
"GUL04G003137","AT1G01720","ATAF1","TF: NAC",3.06438475214344,1.82512686106332e-46,3.68069749803427e-45,"Belongs to a large family of putative transcriptional activators with NAC domain. Transcript level increases in response to wounding and abscisic acid. ATAF1 attentuates ABA signaling and sythesis. Mutants are hyposensitive to ABA."
"GUL03G003593","AT4G28500","ANAC073","TF: NAC",-4.06068656288848,9.30628198455177e-32,1.2853352771348e-30,NA
"GUL03G003593","AT4G28500","NAC073","TF: NAC",-4.06068656288848,9.30628198455177e-32,1.2853352771348e-30,NA
"GUL04G000568","AT3G04070","ANAC047","TF: NAC",-2.83833276219622,1.70972461237635e-27,2.06606455743736e-26,NA
"GUL04G000568","AT3G04070","NAC047","TF: NAC",-2.83833276219622,1.70972461237635e-27,2.06606455743736e-26,NA
"GUL07G002779","AT3G44350","anac061","TF: NAC",-2.65674649854299,9.79876124196089e-23,9.98302188299901e-22,NA
"GUL07G002779","AT3G44350","NAC061","TF: NAC",-2.65674649854299,9.79876124196089e-23,9.98302188299901e-22,NA
"GUL03G003903","AT1G69490","ANAC029","TF: NAC",-1.11434968386064,4.7939442272678e-16,3.61578897264394e-15,"Encodes a member of the NAC transcription factor gene family.  It is expressed in floral primordia and upregulated by AP3 and PI.  Its expression is associated with leaf senescence."
"GUL06G002222","AT1G25580","ANAC008","TF: NAC",-2.31577836142577,1.24642103571635e-15,9.16169855633012e-15,"Encodes suppressor of gamma response 1 (SOG1), a putative transcription factor governing multiple responses to DNA damage."
"GUL08G000752","AT3G04070","ANAC047","TF: NAC",-1.00531437983855,2.35804752507382e-12,1.43642492945859e-11,NA
"GUL08G000752","AT3G04070","NAC047","TF: NAC",-1.00531437983855,2.35804752507382e-12,1.43642492945859e-11,NA
"GUL07G002366","AT3G15510","ANAC056","TF: NAC",-1.92702735471006,8.03715460688e-10,4.09329498893247e-09,"Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2."
"GUL07G002366","AT3G15510","ATNAC2","TF: NAC",-1.92702735471006,8.03715460688e-10,4.09329498893247e-09,"Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2."
"GUL07G002366","AT3G15510","NAC2","TF: NAC",-1.92702735471006,8.03715460688e-10,4.09329498893247e-09,"Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2."
"GUL07G004393","AT1G61110","anac025","TF: NAC",9.58203008122235,4.14885037911072e-09,1.99971003249243e-08,NA
"GUL07G004393","AT1G61110","NAC025","TF: NAC",9.58203008122235,4.14885037911072e-09,1.99971003249243e-08,NA
"GUL07G004393","AT1G61110","NAC25","TF: NAC",9.58203008122235,4.14885037911072e-09,1.99971003249243e-08,NA
"GUL04G004689","AT5G22380","anac090","TF: NAC",-3.03403481929126,1.06505177094057e-08,4.9553678889468e-08,NA
"GUL04G004689","AT5G22380","NAC090","TF: NAC",-3.03403481929126,1.06505177094057e-08,4.9553678889468e-08,NA
"GUL02G003363","AT4G28530","anac074","TF: NAC",-7.64447338228751,3.56086680389532e-08,1.57467304446852e-07,NA
"GUL02G003363","AT4G28530","NAC074","TF: NAC",-7.64447338228751,3.56086680389532e-08,1.57467304446852e-07,NA
"GUL06G000377","AT2G43000","ANAC042","TF: NAC",-2.29002519899601,3.64648921307044e-08,1.61137531070198e-07,NA
"GUL06G000377","AT2G43000","NAC042","TF: NAC",-2.29002519899601,3.64648921307044e-08,1.61137531070198e-07,NA
"GUL05G003850","AT5G64060","anac103","TF: NAC",1.78147504395434,1.02281678122973e-07,4.33632618098484e-07,NA
"GUL05G003850","AT5G64060","NAC103","TF: NAC",1.78147504395434,1.02281678122973e-07,4.33632618098484e-07,NA
"GUL07G002767","AT2G27300","ANAC040","TF: NAC",-2.19228736208872,1.30910231809403e-06,4.95899030606295e-06,NA
"GUL05G003377","AT5G61430","ANAC100","TF: NAC",1.92085474514226,4.25021901397602e-06,1.52348656725593e-05,NA
"GUL05G003377","AT5G61430","ATNAC5","TF: NAC",1.92085474514226,4.25021901397602e-06,1.52348656725593e-05,NA
"GUL05G003377","AT5G61430","NAC100","TF: NAC",1.92085474514226,4.25021901397602e-06,1.52348656725593e-05,NA
"GUL05G003377","AT5G61430","NAC5","TF: NAC",1.92085474514226,4.25021901397602e-06,1.52348656725593e-05,NA
"GUL03G004036","AT4G28500","ANAC073","TF: NAC",8.28415010675352,6.11880268368719e-06,2.14963891018801e-05,NA
"GUL03G004036","AT4G28500","NAC073","TF: NAC",8.28415010675352,6.11880268368719e-06,2.14963891018801e-05,NA
"GUL01G005426","AT2G02450","ANAC034","TF: NAC",1.48963814063723,1.84585166607999e-05,6.12613082361071e-05,NA
"GUL01G005426","AT2G02450","ANAC035","TF: NAC",1.48963814063723,1.84585166607999e-05,6.12613082361071e-05,NA
"GUL01G005426","AT2G02450","NAC035","TF: NAC",1.48963814063723,1.84585166607999e-05,6.12613082361071e-05,NA
"GUL03G005271","AT4G29230","anac075","TF: NAC",-2.0022783950528,2.17257855287852e-05,7.15726113064398e-05,NA
"GUL03G005271","AT4G29230","NAC075","TF: NAC",-2.0022783950528,2.17257855287852e-05,7.15726113064398e-05,NA
"GUL03G004839","AT5G64530","ANAC104","TF: NAC",-6.59225544479719,3.72900981258583e-05,0.000118966707175736,NA
"GUL06G004020","AT4G17980","anac071","TF: NAC",-6.81444099995193,0.000713686436212956,0.00189382703037891,NA
"GUL06G004020","AT4G17980","NAC071","TF: NAC",-6.81444099995193,0.000713686436212956,0.00189382703037891,NA
"GUL04G000743","AT1G26870","ANAC009","TF: NAC",3.51547328163915,0.00113135873364213,0.00291180132128552,NA
"GUL04G000745","AT5G13180","ANAC083","TF: NAC",5.00763932570501,0.00303968236826622,0.00722056952810277,"Encodes a NAC domain transcription factor that interacts with VND7 and negatively regulates xylem vessel formation."
